id,label,code,source
346751E4035CBA8C,Rupture of chordae tendineae as current complication following acute myocardial infarction,I234,SpecV2021SR40
81E1496A949ADB73,Rupture of papillary muscle as current complication following acute myocardial infarction,I235,SpecV2021SR40
325535166C635A3D,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",I236,SpecV2021SR40
1DE1DED259F569E5,Other current complications following acute myocardial infarction,I238,SpecV2021SR40
11A3533444F3E196,Other acute ischaemic heart diseases,I24,SpecV2021SR40
BF3D24BE17F14B63,Coronary thrombosis not resulting in myocardial infarction,I240,SpecV2021SR40
BED4225D16513340,Dressler syndrome,I241,SpecV2021SR40
5C7552E6944B67FC,Other forms of acute ischaemic heart disease,I248,SpecV2021SR40
1B7147155B75249C,"Acute ischaemic heart disease, unspecified",I249,SpecV2021SR40
13101D53B3FF54D1,Chronic ischaemic heart disease,I25,SpecV2021SR40
2973C24502186851,"Atherosclerotic cardiovascular disease, so described",I250,SpecV2021SR40
30C349CECAD368C9,Atherosclerotic heart disease,I251,SpecV2021SR40
91136FFA5BDD490A,Old myocardial infarction,I252,SpecV2021SR40
542D964108649D49,Aneurysm of heart,I253,SpecV2021SR40
8897D55033273445,Coronary artery aneurysm and dissection,I254,SpecV2021SR40
4C55EF6524DC41CC,Ischaemic cardiomyopathy,I255,SpecV2021SR40
BF04405BDE691396,Silent myocardial ischaemia,I256,SpecV2021SR40
4B6AF76CCAB97DFA,Other forms of chronic ischaemic heart disease,I258,SpecV2021SR40
6BB934CFFBF47937,"Chronic ischaemic heart disease, unspecified",I259,SpecV2021SR40
567CDBD5BE58A387,Pulmonary embolism,I26,SpecV2021SR40
0E652CA6F7939813,Pulmonary embolism with mention of acute cor pulmonale,I260,SpecV2021SR40
992B7D8D6F22526E,Pulmonary embolism without mention of acute cor pulmonale,I269,SpecV2021SR40
BBDEA45F9A7810A5,Other pulmonary heart diseases,I27,SpecV2021SR40
6982E571718C694D,Primary pulmonary hypertension,I270,SpecV2021SR40
0DC17AE4AD488965,Kyphoscoliotic heart disease,I271,SpecV2021SR40
55800B8E5C56CA27,Other secondary pulmonary hypertension,I272,SpecV2021SR40
EBE99FFD23571B21,Other specified pulmonary heart diseases,I278,SpecV2021SR40
88F7EE91A6ADEAD1,"Pulmonary heart disease, unspecified",I279,SpecV2021SR40
702511B05D4A89D8,Other diseases of pulmonary vessels,I28,SpecV2021SR40
37DAF8DB701D385E,Arteriovenous fistula of pulmonary vessels,I280,SpecV2021SR40
15B72CAAD0C450C4,Aneurysm of pulmonary artery,I281,SpecV2021SR40
7E0EB7C98E7B4990,Other specified diseases of pulmonary vessels,I288,SpecV2021SR40
3F874900C9CD7B47,"Disease of pulmonary vessels, unspecified",I289,SpecV2021SR40
5357E27DD939E224,Acute pericarditis,I30,SpecV2021SR40
E114A9F30A1450FE,Acute nonspecific idiopathic pericarditis,I300,SpecV2021SR40
C70EAEE76CC3C3D4,Infective pericarditis,I301,SpecV2021SR40
BF89BA93C144CE4B,Other forms of acute pericarditis,I308,SpecV2021SR40
B4977A768BD25145,"Acute pericarditis, unspecified",I309,SpecV2021SR40
51889F20B905F198,Other diseases of pericardium,I31,SpecV2021SR40
86D9BEAED7E501C1,Chronic adhesive pericarditis,I310,SpecV2021SR40
BD8B10A79665D32C,Chronic constrictive pericarditis,I311,SpecV2021SR40
6E2F5862D544A212,"Haemopericardium, not elsewhere classified",I312,SpecV2021SR40
D7EF8DFFC1BE90D5,Pericardial effusion (noninflammatory),I313,SpecV2021SR40
A1861EA0123C67C6,Other specified diseases of pericardium,I318,SpecV2021SR40
4B0DD74FDD5E092F,"Disease of pericardium, unspecified",I319,SpecV2021SR40
E0ADC8EBD472D3C8,Pericarditis in diseases classified elsewhere,I32,SpecV2021SR40
44ECC076B27A63F3,Pericarditis in bacterial diseases classified elsewhere,I320,SpecV2021SR40
730C24A7E28C64CF,Pericarditis in other infectious and parasitic diseases classified elsewhere,I321,SpecV2021SR40
1F734B87233D6EA8,Pericarditis in other diseases classified elsewhere,I328,SpecV2021SR40
4B319DF9DB8219A1,Acute and subacute endocarditis,I33,SpecV2021SR40
792F1AAFFFF0C649,Acute and subacute infective endocarditis,I330,SpecV2021SR40
CD0813169055C3EA,"Acute endocarditis, unspecified",I339,SpecV2021SR40
1E0A2C3A9494D1BB,Nonrheumatic mitral valve disorders,I34,SpecV2021SR40
F195FE46000E29E2,Mitral (valve) insufficiency,I340,SpecV2021SR40
F089E9A5636C8BFA,Mitral (valve) prolapse,I341,SpecV2021SR40
288FE9E5E924FA1E,Nonrheumatic mitral (valve) stenosis,I342,SpecV2021SR40
BD7187E5C8481F5A,Other nonrheumatic mitral valve disorders,I348,SpecV2021SR40
653237265ED08D97,"Nonrheumatic mitral valve disorder, unspecified",I349,SpecV2021SR40
84E1B3872F984F49,Nonrheumatic aortic valve disorders,I35,SpecV2021SR40
391D35D173D3793F,Aortic (valve) stenosis,I350,SpecV2021SR40
4D4F90432394B3C9,Aortic (valve) insufficiency,I351,SpecV2021SR40
BD2D8986D7BBF1A8,Aortic (valve) stenosis with insufficiency,I352,SpecV2021SR40
05ED079EB0FEC2A3,Other aortic valve disorders,I358,SpecV2021SR40
4D8AE15C36BCFCEC,"Aortic valve disorder, unspecified",I359,SpecV2021SR40
575C677E8C4BAADF,Nonrheumatic tricuspid valve disorders,I36,SpecV2021SR40
CB66FCCD478B759A,Nonrheumatic tricuspid (valve) stenosis,I360,SpecV2021SR40
82C94F3EEF3EFEE1,Nonrheumatic tricuspid (valve) insufficiency,I361,SpecV2021SR40
2C2703EAB5E8DCDD,Nonrheumatic tricuspid (valve) stenosis with insufficiency,I362,SpecV2021SR40
98C0F0395E402F1D,Other nonrheumatic tricuspid valve disorders,I368,SpecV2021SR40
9AF12CD983C5FD13,"Nonrheumatic tricuspid valve disorder, unspecified",I369,SpecV2021SR40
62639B5A63F4D49D,Pulmonary valve disorders,I37,SpecV2021SR40
56D8B2720E275BC2,Pulmonary valve stenosis,I370,SpecV2021SR40
50C99F86D8E9CAFF,Pulmonary valve insufficiency,I371,SpecV2021SR40
C5221B029E357E04,Pulmonary valve stenosis with insufficiency,I372,SpecV2021SR40
A7B578617C551B4A,Other pulmonary valve disorders,I378,SpecV2021SR40
E459CECC5222F803,"Pulmonary valve disorder, unspecified",I379,SpecV2021SR40
E1ED4B847A3AB778,"Endocarditis, valve unspecified",I38,SpecV2021SR40
6A36FE5234D25273,Endocarditis and heart valve disorders in diseases classified elsewhere,I39,SpecV2021SR40
FED5B9D7FA7E0248,Mitral valve disorders in diseases classified elsewhere,I390,SpecV2021SR40
5B84D8AE8E65BACF,Aortic valve disorders in diseases classified elsewhere,I391,SpecV2021SR40
0227FB1CFBAA2D25,Tricuspid valve disorders in diseases classified elsewhere,I392,SpecV2021SR40
DA8C1280D3228735,Pulmonary valve disorders in diseases classified elsewhere,I393,SpecV2021SR40
6FDD4E368B7B5F87,Multiple valve disorders in diseases classified elsewhere,I394,SpecV2021SR40
3DB6BC5219528810,"Endocarditis, valve unspecified, in diseases classified elsewhere",I398,SpecV2021SR40
F7A9B667E672B404,Acute myocarditis,I40,SpecV2021SR40
3D6868E7AA0D2C23,Infective myocarditis,I400,SpecV2021SR40
D4A00BE926FF00CD,Isolated myocarditis,I401,SpecV2021SR40
2D44A3B41412705D,Other acute myocarditis,I408,SpecV2021SR40
9ED95765F4047351,"Acute myocarditis, unspecified",I409,SpecV2021SR40
C25DB77E2321A4FC,Myocarditis in diseases classified elsewhere,I41,SpecV2021SR40
6E3983460DCCFA4B,Myocarditis in bacterial diseases classified elsewhere,I410,SpecV2021SR40
DD05C5764175FE2B,Myocarditis in viral diseases classified elsewhere,I411,SpecV2021SR40
36AB58AEAFAB810A,Myocarditis in other infectious and parasitic diseases classified elsewhere,I412,SpecV2021SR40
2A3C2A5F1452F829,Myocarditis in other diseases classified elsewhere,I418,SpecV2021SR40
376DCE037BDBF84B,Cardiomyopathy,I42,SpecV2021SR40
35F1364397CA87E7,Dilated cardiomyopathy,I420,SpecV2021SR40
304CA6590E6A32D1,"Dilated cardiomyopathy, described as familial, idiopathic or primary",I4200,SpecV2021SR40
B49A324399271F6E,"Dilated cardiomyopathy, not described as familial, idiopathic or primary",I4209,SpecV2021SR40
D0DE5EE863298E2E,Obstructive hypertrophic cardiomyopathy,I421,SpecV2021SR40
5FCFB79A32A37F1E,"Obstructive hypertrophic cardiomyopathy, described as familial, idiopathic or primary",I4210,SpecV2021SR40
7F216E2DF2076DC5,"Obstructive hypertrophic cardiomyopathy, not described as familial, idiopathic or primary",I4219,SpecV2021SR40
BEF0559CD65A5858,Other hypertrophic cardiomyopathy,I422,SpecV2021SR40
2412D1D4C44285E9,"Other hypertrophic cardiomyopathy, described as familial, idiopathic or primary",I4220,SpecV2021SR40
9A0188458997C083,"Other hypertrophic cardiomyopathy, not described as familial, idiopathic or primary",I4229,SpecV2021SR40
2617EE34CC50F5FA,Endomyocardial (eosinophilic) disease,I423,SpecV2021SR40
A248FF9F2CF6731C,Endocardial fibroelastosis,I424,SpecV2021SR40
1A55BBFA797F31A2,Other restrictive cardiomyopathy,I425,SpecV2021SR40
115834B210F2E453,"Other restrictive cardiomyopathy, described as familial, idiopathic or primary",I4250,SpecV2021SR40
FF4F46A6D791BE3B,"Other restrictive cardiomyopathy, not described as familial, idiopathic or primary",I4259,SpecV2021SR40
9C8450C2A1DE2359,Alcoholic cardiomyopathy,I426,SpecV2021SR40
04657B9589F3BA30,Cardiomyopathy due to drugs and other external agents,I427,SpecV2021SR40
2004655EA95A8D40,Other cardiomyopathies,I428,SpecV2021SR40
FB12485E993C3968,"Other cardiomyopathies, described as familial, idiopathic or primary",I4280,SpecV2021SR40
D22FEF9B7ECC4FFD,"Other cardiomyopathy, not described as familial, idiopathic or primary",I4289,SpecV2021SR40
8FF908CE59146F42,"Cardiomyopathy, unspecified",I429,SpecV2021SR40
A497B1738367BAD2,"Cardiomyopathy, described as familial, idiopathic or primary",I4290,SpecV2021SR40
5326463CA3C8A9B4,"Cardiomyopathy, unspecified, not described as familial, idiopathic or primary",I4299,SpecV2021SR40
B5F2D68371C7633B,Cardiomyopathy in diseases classified elsewhere,I43,SpecV2021SR40
6818C4AE480E1954,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,I430,SpecV2021SR40
5D1A6C4A5C3415C5,Cardiomyopathy in metabolic diseases,I431,SpecV2021SR40
6F6DE373CCC76FB5,Cardiomyopathy in nutritional diseases,I432,SpecV2021SR40
628D2696B0089A27,Cardiomyopathy in other diseases classified elsewhere,I438,SpecV2021SR40
DD4B490A9DD24658,Atrioventricular and left bundle-branch block,I44,SpecV2021SR40
7335777237DB43DA,"Atrioventricular block, first degree",I440,SpecV2021SR40
78DFE4964C275BB6,"Atrioventricular block, second degree",I441,SpecV2021SR40
B46BF50AE15755EE,"Atrioventricular block, complete",I442,SpecV2021SR40
329639CFCAD79C47,Other and unspecified atrioventricular block,I443,SpecV2021SR40
A67010FAFEF034EA,Left anterior fascicular block,I444,SpecV2021SR40
D7D2008279AFFDC6,Left posterior fascicular block,I445,SpecV2021SR40
2FD11D55D8D869CC,Other and unspecified fascicular block,I446,SpecV2021SR40
6C5313475D8E28C1,"Left bundle-branch block, unspecified",I447,SpecV2021SR40
C181A446A3E67475,Other conduction disorders,I45,SpecV2021SR40
1A97AE0A1DAFF467,Right fascicular block,I450,SpecV2021SR40
008F0EC160516D77,Other and unspecified right bundle-branch block,I451,SpecV2021SR40
BDD7FBDC3C87AFF1,Bifascicular block,I452,SpecV2021SR40
47B79A8AB56F795D,Trifascicular block,I453,SpecV2021SR40
0174F63289DF3DFE,Nonspecific intraventricular block,I454,SpecV2021SR40
A0589FFE9AE00B01,Other specified heart block,I455,SpecV2021SR40
F2F4928FFB53FD89,Pre-excitation syndrome,I456,SpecV2021SR40
876F295582CBF5F4,Other specified conduction disorders,I458,SpecV2021SR40
ACE54236EF758728,"Conduction disorder, unspecified",I459,SpecV2021SR40
F0A4DA41C425505A,Cardiac arrest,I46,SpecV2021SR40
7242BFCD5F1134B5,Cardiac arrest with successful resuscitation,I460,SpecV2021SR40
7EA324A93711272C,"Sudden cardiac death, so described",I461,SpecV2021SR40
2B362DD4A7747D54,"Cardiac arrest, unspecified",I469,SpecV2021SR40
D526CECB50E4FE41,Paroxysmal tachycardia,I47,SpecV2021SR40
B54B856A67B01F62,Re-entry ventricular arrhythmia,I470,SpecV2021SR40
3E8DCC2490622560,Supraventricular tachycardia,I471,SpecV2021SR40
E276552562261BDA,Ventricular tachycardia,I472,SpecV2021SR40
9BD96218B618D8FE,"Paroxysmal tachycardia, unspecified",I479,SpecV2021SR40
537FCE6572EC7F68,Atrial fibrillation and flutter,I48,SpecV2021SR40
BB5E9E5F181D34AF,Paroxysmal atrial fibrillation,I480,SpecV2021SR40
93B825A572CEFDCC,Persistent atrial fibrillation,I481,SpecV2021SR40
BF9F1EA65B77F745,Chronic atrial fibrillation,I482,SpecV2021SR40
FD053F054DF95CD6,Typical atrial flutter,I483,SpecV2021SR40
350425D800FD140C,Atypical atrial flutter,I484,SpecV2021SR40
F4A8AE61AC94ADE2,"Atrial fibrillation and atrial flutter, unspecified",I489,SpecV2021SR40
D276043B7E721482,Other cardiac arrhythmias,I49,SpecV2021SR40
025704DC4AE15843,Ventricular fibrillation and flutter,I490,SpecV2021SR40
A609CB48102E4D8A,Atrial premature depolarization,I491,SpecV2021SR40
1C7A6FB98597F54E,Junctional premature depolarization,I492,SpecV2021SR40
9C3F577B0A9EDE94,Ventricular premature depolarization,I493,SpecV2021SR40
45BAA664AE9AF88F,Other and unspecified premature depolarization,I494,SpecV2021SR40
E589A3F7365886E9,Sick sinus syndrome,I495,SpecV2021SR40
41242A5275432CD0,Other specified cardiac arrhythmias,I498,SpecV2021SR40
BB1B72C9ACA1464C,"Cardiac arrhythmia, unspecified",I499,SpecV2021SR40
B388D3D90CD0FC8D,Heart failure,I50,SpecV2021SR40
693242EABD9BD0D4,Congestive heart failure,I500,SpecV2021SR40
81F3B14EC2CC8D25,"Congestive heart failure, described as advanced, grave, severe or similar",I5000,SpecV2021SR40
525995F3A47ED022,"Congestive heart failure, not described as advanced, grave, severe or similar",I5009,SpecV2021SR40
9E4A3673665EA962,Left ventricular failure,I501,SpecV2021SR40
D46087D53181F733,"Heart failure, unspecified",I509,SpecV2021SR40
BC74B88238EC7CCA,Complications and ill-defined descriptions of heart disease,I51,SpecV2021SR40
94FBB53E1C6AE3C8,"Cardiac septal defect, acquired",I510,SpecV2021SR40
9BA840291F801C45,"Rupture of chordae tendineae, not elsewhere classified",I511,SpecV2021SR40
C14D704265E3D199,"Rupture of papillary muscle, not elsewhere classified",I512,SpecV2021SR40
A8ABA51873C7E2D9,"Intracardiac thrombosis, not elsewhere classified",I513,SpecV2021SR40
38CE4A6B09061C32,"Myocarditis, unspecified",I514,SpecV2021SR40
BF31FDA122B699EA,"Myocarditis, described as arteriosclerotic",I5140,SpecV2021SR40
714FE6CB41C2921D,"Myocarditis, unspecified, not described as arteriosclerotic",I5149,SpecV2021SR40
B9A45D3DBE0E7513,Myocardial degeneration,I515,SpecV2021SR40
1F1424F8D8119769,"Myocardial degeneration, described as arteriosclerotic",I5150,SpecV2021SR40
4FF4E301C560DCC1,"Myocardial degeneration, not described as arteriosclerotic",I5159,SpecV2021SR40
51329367331516F8,"Cardiovascular disease, unspecified",I516,SpecV2021SR40
7F55186AB24D0876,Cardiomegaly,I517,SpecV2021SR40
BFC6390B72964685,Other ill-defined heart diseases,I518,SpecV2021SR40
55E99F1E43076866,"Heart disease, unspecified",I519,SpecV2021SR40
7E9DAA91708938E1,Other heart disorders in diseases classified elsewhere,I52,SpecV2021SR40
86D52FC91573E15E,Other heart disorders in bacterial diseases classified elsewhere,I520,SpecV2021SR40
246770EB57803ED5,Other heart disorders in other infectious and parasitic diseases classified elsewhere,I521,SpecV2021SR40
9C34E93AE45CD64C,Other heart disorders in other diseases classified elsewhere,I528,SpecV2021SR40
BB94BF286E391C26,Subarachnoid haemorrhage,I60,SpecV2021SR40
F5E7ED999F910368,Subarachnoid haemorrhage from carotid siphon and bifurcation,I600,SpecV2021SR40
7F6C7ADFD3AE07FD,"Subarachnoid haemorrhage from carotid siphon and bifurcation, caused by ruptured carotid aneurysm",I6000,SpecV2021SR40
053C521326F227E9,"Subarachnoid haemorrhage from carotid siphon and bifurcation, not caused by ruptured carotid aneurysm",I6009,SpecV2021SR40
7D0890672A548046,Subarachnoid haemorrhage from middle cerebral artery,I601,SpecV2021SR40
5EDB5CFCA7BE817A,Subarachnoid haemorrhage from anterior communicating artery,I602,SpecV2021SR40
AD379B669C73ECCE,Subarachnoid haemorrhage from posterior communicating artery,I603,SpecV2021SR40
4D8F13A07A9F15B7,Subarachnoid haemorrhage from basilar artery,I604,SpecV2021SR40
017CDB4236BE1045,Subarachnoid haemorrhage from vertebral artery,I605,SpecV2021SR40
89BB1A3CE844CD46,Subarachnoid haemorrhage from other intracranial arteries,I606,SpecV2021SR40
2BA87B9151934C1F,"Subarachnoid haemorrhage from other intracranial arteries, caused by ruptured aneurysm (congenital) in circle of Willis",I6060,SpecV2021SR40
9AA2E113699E5F0D,"Subarachnoid haemorrhage from other intracranial arteries, not caused by ruptured aneurysm (congenital) in circle of Willis",I6069,SpecV2021SR40
9CC2299EA49CB20A,"Subarachnoid haemorrhage from intracranial artery, unspecified",I607,SpecV2021SR40
2FD723B4CFF108C6,"Subarachnoid haemorrhage from intracranial artery, caused by ruptured berry aneurysm (congenital) or ruptured military aneurysm",I6070,SpecV2021SR40
553FFA87ABA5E747,"Subarachnoid haemorrhage from intracranial artery, unspecified, not caused by ruptured berry aneurysm (congenital) or ruptured military aneurysm",I6079,SpecV2021SR40
7264B735405E1B6E,Other subarachnoid haemorrhage,I608,SpecV2021SR40
A5C3A2CE36E0D6E7,"Other subarachnoid haemorrhage, caused by other ruptured aneurysm",I6080,SpecV2021SR40
E69EA86C159F5433,"Other subarachnoid haemorrhage, not caused by other ruptured aneurysm",I6089,SpecV2021SR40
ECD7FC205BFD3348,"Subarachnoid haemorrhage, unspecified",I609,SpecV2021SR40
F89DAB3A8A040879,"Subarachnoid haemorrhage, caused by ruptured (arteriosclerotic) cerebral aneurysm",I6090,SpecV2021SR40
B368DBB380BDCB06,"Subarachnoid haemorrhage, unspecified, not caused by ruptured (arteriosclerotic) cerebral aneurysm",I6099,SpecV2021SR40
B6CED85E82F91F46,Intracerebral haemorrhage,I61,SpecV2021SR40
46EF397FE2F5A886,"Intracerebral haemorrhage in hemisphere, subcortical",I610,SpecV2021SR40
8F2BBC88F6A5DC3B,"Intracerebral haemorrhage in hemisphere, subcortical, described as multiple or similar",I6100,SpecV2021SR40
158BA586D51706A1,"Intracerebral haemorrhage in hemisphere, subcortical, not described as multiple or similar",I6109,SpecV2021SR40
1CF5B5DB2B677930,"Intracerebral haemorrhage in hemisphere, cortical",I611,SpecV2021SR40
9D8910B8E1BE11F1,"Intracerebral haemorrhage in hemisphere, cortical, described as multiple or similar",I6110,SpecV2021SR40
360EA37F803592A5,"Intracerebral haemorrhage in hemisphere, cortical, not described as multiple or similar",I6119,SpecV2021SR40
B701DFC92BE17C78,"Intracerebral haemorrhage in hemisphere, unspecified",I612,SpecV2021SR40
7048E32A84396077,"Intracerebral haemorrhage in hemisphere, described as multiple or similar",I6120,SpecV2021SR40
5BA15588AC92DE5B,"Intracerebral haemorrhage in hemisphere, unspecified, not described as multiple or similar",I6129,SpecV2021SR40
4848A0C1E321C054,Intracerebral haemorrhage in brain stem,I613,SpecV2021SR40
D5BB46C46278EA87,"Intracerebral haemorrhage in brain stem, described as multiple or similar",I6130,SpecV2021SR40
ECD074AC12FE127E,"Intracerebral haemorrhage in brain stem, unspecified, not described as multiple or similar",I6139,SpecV2021SR40
6D34218F226D6FF7,Intracerebral haemorrhage in cerebellum,I614,SpecV2021SR40
72935004BFA9E0BA,"Intracerebral haemorrhage in cerebellum, described as multiple or similar",I6140,SpecV2021SR40
3DF343F17BE92B00,"Intracerebral haemorrhage in cerebellum, unspecified, not described as multiple or similar",I6149,SpecV2021SR40
DDE5BF4CA7135BCC,"Intracerebral haemorrhage, intraventricular",I615,SpecV2021SR40
E0D9A22D0F276B70,"Intracerebral haemorrhage, intraventricular, described as multiple or similar",I6150,SpecV2021SR40
00E8753EF8E6A54F,"Intracerebral haemorrhage, intraventricular, unspecified, not described as multiple or similar",I6159,SpecV2021SR40
F576BDD8C62B827D,"Intracerebral haemorrhage, multiple localized",I616,SpecV2021SR40
A6062A605367E936,Other intracerebral haemorrhage,I618,SpecV2021SR40
67F5EB1A9D12092B,"Other intracerebral haemorrhage, described as multiple or similar",I6180,SpecV2021SR40
DFDECCCE268648A4,"Other intracerebral haemorrhage, unspecified, not described as multiple or similar",I6189,SpecV2021SR40
83FDE8D90957F085,"Intracerebral haemorrhage, unspecified",I619,SpecV2021SR40
A0F9FD639D719564,"Intracerebral haemorrhage, described as multiple or similar",I6190,SpecV2021SR40
827CC5799B016534,"Intracerebral haemorrhage, unspecified, not described as multiple or similar",I6199,SpecV2021SR40
EEDADE2B2E3CDB24,Other nontraumatic intracranial haemorrhage,I62,SpecV2021SR40
459A161625CA8134,Nontraumatic subdural haemorrhage,I620,SpecV2021SR40
1D4F31489657BB2E,Nontraumatic extradural haemorrhage,I621,SpecV2021SR40
63497E0C9BCBCE63,"Intracranial haemorrhage (nontraumatic), unspecified",I629,SpecV2021SR40
8013C87E59E89547,Cerebral infarction,I63,SpecV2021SR40
74378443C63C9A11,Cerebral infarction due to thrombosis of precerebral arteries,I630,SpecV2021SR40
EA2840F7D351846C,"Cerebral infarction due to thrombosis of precerebral arteries, described as multiple or similar",I6300,SpecV2021SR40
DA0AB946343D164A,"Cerebral infarction due to thrombosis of precerebral arteries, not described as multiple or similar",I6309,SpecV2021SR40
236C14E77F6A2698,Cerebral infarction due to embolism of precerebral arteries,I631,SpecV2021SR40
D5332F000AD24D70,"Cerebral infarction due to embolism of precerebral arteries, described as multiple or similar",I6310,SpecV2021SR40
365EF78F7A383A19,"Cerebral infarction due to embolism of precerebral arteries, not described as multiple or similar",I6319,SpecV2021SR40
CFC23EECDC7DE31A,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I632,SpecV2021SR40
191E856C0F3105EE,"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries, described as multiple or similar",I6320,SpecV2021SR40
38049FA2521BA853,"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries, not described as multiple or similar",I6329,SpecV2021SR40
BDFB41DCD74D94FE,Cerebral infarction due to thrombosis of cerebral arteries,I633,SpecV2021SR40
22D8CCAA39EEFD2D,"Cerebral infarction due to thrombi of cerebral arteries, described as multiple or similar",I6330,SpecV2021SR40
093EE5E31E7BC0B1,"Cerebral infarction due to thrombosis of cerebral arteries, not described as multiple or similar",I6339,SpecV2021SR40
32FBBC22850A0308,Cerebral infarction due to embolism of cerebral arteries,I634,SpecV2021SR40
82FDFE7F31360BEE,"Cerebral infarction due to embolism of cerebral arteries, described as multiple or similar",I6340,SpecV2021SR40
EFC5E56FD678A00E,"Cerebral infarction due to embolism of cerebral arteries, not described as multiple or similar",I6349,SpecV2021SR40
DD0EDB10C24C4C4D,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I635,SpecV2021SR40
CB1298048AD950D8,"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries, described as multiple or similar",I6350,SpecV2021SR40
8E7FCC5ED0272620,"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries, not described as multiple or similar",I6359,SpecV2021SR40
934BA1858A4DCB47,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",I636,SpecV2021SR40
D726B29150105559,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic, described as multiple or similar",I6360,SpecV2021SR40
F3D3448AC9ED70E5,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic, not described as multiple or similar",I6369,SpecV2021SR40
7723DC266D49C9CC,Other cerebral infarction,I638,SpecV2021SR40
F3467EB51D23912A,"Other cerebral infarction, described as multiple or similar",I6380,SpecV2021SR40
477233C358FD8F81,"Other cerebral infarction, not described as multiple or similar",I6389,SpecV2021SR40
14519F60DAA37CE5,"Cerebral infarction, unspecified",I639,SpecV2021SR40
A9DEBFE67F508C0A,"Cerebral infarction, described as multiple or similar",I6390,SpecV2021SR40
DB112EF2E3DC677E,"Cerebral infarction, unspecified, not described as multiple or similar",I6399,SpecV2021SR40
78016F8975220602,"Stroke, not specified as haemorrhage or infarction",I64,SpecV2021SR40
FE3923F9D1171A3D,"Stroke, not specified as haemorrhage or infarction, described as multiple or similar",I6400,SpecV2021SR40
B2113AB0194201A7,"Stroke, not specified as haemorrhage or infarction, not described as multiple or similar",I6409,SpecV2021SR40
787C6A845FA776AF,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I65,SpecV2021SR40
AFAD8F0D33286AB1,Occlusion and stenosis of vertebral artery,I650,SpecV2021SR40
03EEBAAFC2DBC910,Occlusion and stenosis of basilar artery,I651,SpecV2021SR40
FDF7109A50770E4F,Occlusion and stenosis of carotid artery,I652,SpecV2021SR40
465ABE932393EB3F,Occlusion and stenosis of multiple and bilateral precerebral arteries,I653,SpecV2021SR40
6791A5C2C1D066C0,Occlusion and stenosis of other precerebral artery,I658,SpecV2021SR40
1AC689AC6DAA35D5,Occlusion and stenosis of unspecified precerebral artery,I659,SpecV2021SR40
DC69D7AA5ECD3530,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66,SpecV2021SR40
F1A05DE185984472,Occlusion and stenosis of middle cerebral artery,I660,SpecV2021SR40
10577F95281AEB9C,Occlusion and stenosis of anterior cerebral artery,I661,SpecV2021SR40
364DC3AA24018738,Occlusion and stenosis of posterior cerebral artery,I662,SpecV2021SR40
B0F7C6BAF60CE882,Occlusion and stenosis of cerebellar arteries,I663,SpecV2021SR40
0616EF42E00DA52E,Occlusion and stenosis of multiple and bilateral cerebral arteries,I664,SpecV2021SR40
04587241212A80E4,Occlusion and stenosis of other cerebral artery,I668,SpecV2021SR40
49A878D764BCAF73,Occlusion and stenosis of unspecified cerebral artery,I669,SpecV2021SR40
9B4E85737983DA06,Other cerebrovascular diseases,I67,SpecV2021SR40
6FA560AC689F22C8,"Dissection of cerebral arteries, nonruptured",I670,SpecV2021SR40
83922C51F0D7954C,"Cerebral aneurysm, nonruptured",I671,SpecV2021SR40
9C036755C29BBBF9,Cerebral atherosclerosis,I672,SpecV2021SR40
0EF9FD7F12D34A40,Progressive vascular leukoencephalopathy,I673,SpecV2021SR40
1D2BB39FE1AD1726,Hypertensive encephalopathy,I674,SpecV2021SR40
D66F85DAC5F8D043,Moyamoya disease,I675,SpecV2021SR40
5D19C94400C1259B,Nonpyogenic thrombosis of intracranial venous system,I676,SpecV2021SR40
18772952D6F259A1,"Cerebral arteritis, not elsewhere classified",I677,SpecV2021SR40
51F2CF9CAB246E16,Other specified cerebrovascular diseases,I678,SpecV2021SR40
F46550227F5F5EC1,"Cerebrovascular disease, unspecified",I679,SpecV2021SR40
A6CF276E892320BE,Cerebrovascular disorders in diseases classified elsewhere,I68,SpecV2021SR40
4C9AE52770645744,Cerebral amyloid angiopathy,I680,SpecV2021SR40
72B05184F7C9F794,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,I681,SpecV2021SR40
4B632564E887460D,Cerebral arteritis in other diseases classified elsewhere,I682,SpecV2021SR40
58DD2660A1F0EBC2,Other cerebrovascular disorders in diseases classified elsewhere,I688,SpecV2021SR40
9F4CBD8603A311CF,Sequelae of cerebrovascular disease,I69,SpecV2021SR40
