id,label,code,chapter_no,chapter_range,chapter_name,subchapter_code,subchapter_name,ncd_cd_injuries,ill_defined
0b0e8d25-4a00-4d1e-b29a-680708d6d93e,1% body burns,T310,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
d146b457-e94f-4782-83d8-95bae109c402,10% body burns,T311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
071e8f08-3727-4edb-a05c-3bb3f9b61b22,20% body burns,T312,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
71c1926f-05c0-4430-9738-f90fcbd007b5,30% body burns,T313,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
ab991a03-ae61-4cec-a5fb-06f93af758d5,40% body burns,T314,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
cf0a2330-f890-4bd0-8e95-ca66b849c384,50% body burns,T315,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
34d94778-a8bc-45c6-bc89-61abec0a7338,60% body burns,T316,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
8ccd0fe0-0c9c-4dcc-a833-8e694e98b3b6,70% body burns,T317,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
4a85ce10-8e9f-49bc-a072-76ee63e58414,80% body burns,T318,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T20-T32,Burns and corrosions,,No
3ddcd7d9-02cf-4406-8d52-2de90981be0a,AAA,I714,IX,I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",Noncommunicable diseases,No
5ed013d1-5380-4d47-974e-9f222495cea2,Abdomen cavity abscess,K650,XI,K00-K93,Diseases of the digestive system,K65-K67,Diseases of peritoneum,Noncommunicable diseases,No
00d8c990-5a3e-4d34-887d-9f89961d48b9,Abdomen cavity abscess,P072,XVI,P00-P96,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,,No
0e1bcc04-0f19-4e23-b741-382591903468,Abdomen transitional cells tumour,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
e1830b3e-4638-4bcd-8a62-bf91823fac9c,Abdomen vascular ischaemia,I99,IX,I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,Noncommunicable diseases,Yes
89223954-f0ce-4fed-a323-1a99a5630a02,Abdomen vena cava anastomosis,Y832,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
d6ab8d15-73af-4793-b367-765c349e8c60,Abdomen vena cava graft,Y832,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
182f725b-e074-4812-8ed3-f044580c145e,Abdomen villous adenoma,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
042d3fc8-7c8c-4a89-bb4d-a7f3337e6a6c,Abdomen viscera amyloidosis,E854,IV,E00-E90,"Endocrine, nutritional and metabolic diseases",E70-E90,Metabolic disorders,Noncommunicable diseases,No
7f028683-f1d3-46fe-af61-184c26ea058a,Abdomen viscera angiosarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
1b309b9b-4424-4f34-ae24-a706c46a9c4b,Abdomen viscera blunt force trauma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
4bd718e1-5b39-4c53-a3f5-7e9b76f7d05e,Abdomen viscera carcinoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
282d3061-4ce2-457a-9019-598e44a2f65a,Abdomen viscera contusion,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
ae4d7ed2-e692-48aa-8bcf-990181b027b7,Abdomen viscera crushing injury,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
fcb4ecbb-c25c-4245-b6f1-6014c452fa71,Abdomen viscera ectopia,Q458,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Noncommunicable diseases,No
b8ad54dd-2a95-4131-b172-e00074285293,Abdomen viscera fibrosarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
5d9d7b9d-8e37-49e7-893e-4f1399f2de62,Abdomen viscera graft,Y832,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
1eb7f1fd-2b88-495b-ac47-855d3a5759c1,Abdomen viscera growth,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
83dfa1c6-d890-4f1b-aad9-49a942c536c1,Abdomen viscera gunshot wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
2e45a78e-afc7-415b-9aef-d60156e90018,Abdomen viscera haematoma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
38574e08-dd9c-4a58-8dff-5ea9637626a9,Abdomen viscera injury,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
63141caa-8401-4917-8656-3a70e370efc9,Abdomen viscera laceration,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
08e976ac-e854-495e-8783-2a729499fa5b,Abdomen viscera liposarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
676caa48-2a75-4e64-8c69-6cbe3a047970,Abdomen viscera melanoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
2d7f45d0-1bbf-4a64-83b9-975f34deae47,Abdomen viscera mesoepithelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
c7f39dd6-2b6c-446d-a077-b3053be5e0e5,Abdomen viscera mesothelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
ff20eba9-b3b0-405b-a145-b7e8a0e1cc60,Abdomen viscera metastases,C798,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
a6ce41f9-6dbc-443d-8a8d-97af9a739cc0,Abdomen viscera myxoliposarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
cb8e0861-515c-4f2b-8e6c-58b3239af48a,Abdomen viscera neoplasm,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
143d8f52-9a99-4ddc-8980-7ba9b1a429ea,Abdomen viscera neurilemmosarcoma,C474,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
ac6be00a-acb3-448b-8fac-fd6c9fca7879,Abdomen viscera penetrating wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
4a5b36c1-9684-4ed9-a427-f3f997907a55,Abdomen viscera ruptured,R198,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,,Yes
9ae20311-38a1-4ad1-a718-f51a4369bd4c,Abdomen viscera sarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
a3b0367d-d298-40d3-8a63-6b33487715de,Abdomen viscera stab wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
b5bdc15e-9469-4ce1-86db-d02f472c96da,Abdomen viscera transposition,Q893,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Noncommunicable diseases,No
f5ff1931-bce1-4a09-873c-455816484d75,Abdomen viscera trauma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
f490fc48-5e7d-4a5a-9744-3b5783305e87,Abdomen viscera tumour,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
49bc0d63-546f-4254-912f-3bf05fdf5d71,Abdomen viscus amyloidosis,E854,IV,E00-E90,"Endocrine, nutritional and metabolic diseases",E70-E90,Metabolic disorders,Noncommunicable diseases,No
41551cbc-e99d-4308-89a0-03c50acc4d99,Abdomen viscus angiosarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
df4a94f2-be3e-4606-814c-9de70044a7c0,Abdomen viscus blunt force trauma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
594d3025-db48-4e72-b631-2ad85062d6fe,Abdomen viscus carcinoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
f5f42be5-9e5c-4d65-9de8-f05d25063022,Abdomen viscus contusion,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
c744b0bc-05ef-4567-b0e7-9947eb0c98c4,Abdomen viscus crushing injury,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
ac8cd0c7-cb64-4ff7-acaf-fdcc91e62318,Abdomen viscus ectopia,Q458,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Noncommunicable diseases,No
68a4ec82-b234-47fc-89c5-d89eb1984923,Abdomen viscus fibrosarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
e95ba8b2-7fa5-4d0e-9aaf-55b1c0260ebe,Abdomen viscus graft,Y832,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
cb30e298-284f-4ef0-8ff8-ebb16b5b9429,Abdomen viscus growth,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
e5fb9293-7cff-4912-9dcf-358d4af00853,Abdomen viscus gunshot wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
d4f9f2ac-770b-430a-9a64-a6834567dab2,Abdomen viscus haematoma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
660712b0-85c1-4db2-8670-7461ed8e1a37,Abdomen viscus injury,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
3b4dee00-b99b-4062-9ca0-00d6c2b675a3,Abdomen viscus laceration,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
51420685-f1e1-468a-ae44-d177bed7351c,Abdomen viscus liposarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
b150b82c-e8a1-48d7-94d6-cdc594d5886b,Abdomen viscus melanoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
38f5a7f0-35d9-4980-b9f3-47d1929d0070,Abdomen viscus mesoepithelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
d5562094-f1c0-4c8a-bc95-a14e1375bab7,Abdomen viscus mesothelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
19ca951f-aee4-4d8c-a264-f888148c6b6c,Abdomen viscus metastases,C798,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
a5c9a92a-432d-4609-86e9-27afdabece31,Abdomen viscus myxoliposarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
d5193283-270c-4a89-bf33-e5f43e8a38de,Abdomen viscus neoplasm,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
ad2bddcb-d83f-4e58-abe4-cb88d18e4d29,Abdomen viscus neurilemmosarcoma,C474,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
b3f73dd2-f323-4cae-9fe7-2d79e7869bca,Abdomen viscus penetrating wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
2e1be828-933e-4731-85ab-46ec1450dc0b,Abdomen viscus ruptured,R198,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,,Yes
cbbc282d-7119-425c-ab0e-542c87d71cdc,Abdomen viscus sarcoma,C762,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
cce03ba4-e0d7-4a0e-8f1f-469d94d93960,Abdomen viscus stab wound,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
9dc4d03a-77e3-42c4-8282-5d260db06400,Abdomen viscus transposition,Q893,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Noncommunicable diseases,No
0d871d9b-7f0b-4543-b2cc-6937dbe6204f,Abdomen viscus trauma,S368,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
14e913fc-e8b8-41ca-88a9-b86ee4898a6e,Abdomen viscus tumour,D487,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
da47702d-d07b-40d9-8488-d2c9d7e8a62c,Abdomen wall abscess,L022,XII,L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,Noncommunicable diseases,No
44a69448-4a5b-4b1c-bfd9-817824c8392f,Abdomen wall absence,R999,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,,Yes
f356dfaa-f1da-4afa-b107-3c264b813a52,Abdomen wall angiosarcoma,C494,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
07528330-18a6-446c-ab74-d7ab1ede06a5,Abdomen wall anomaly,Q795,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Noncommunicable diseases,No
ae93d752-f85f-4deb-8fc0-2ff1673ce8f0,Abdomen wall atony,M628,XIII,M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M79,Soft tissue disorders,Noncommunicable diseases,No
7706a29f-07b3-4b4f-889e-6332d67e31b9,Abdomen wall avulsion,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
b47de3fa-170e-4926-b728-e8f41c4b2166,Abdomen wall basal cells carcinoma,C445,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
7fc967d1-87d0-453c-a8f3-9876a393692e,Abdomen wall basal cells epithelioma,C445,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
9c214c5c-ed45-4806-b9b6-343d0946d0fc,Abdomen wall blunt force trauma,S399,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
fd446d38-dbcd-4067-aa9b-ae9e5a337960,Abdomen wall carcinoma,C445,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
96b04384-71d1-4b02-91bf-7f340697b410,Abdomen wall cellulitis,L033,XII,L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,Noncommunicable diseases,No
6fd09641-4f15-48bc-bcd8-e899a3dfc262,Abdomen wall closure,Y834,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
d5ef01a3-f5d5-43aa-93ea-3f792a0f105d,Abdomen wall contusion,S301,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
5e60f6e6-042b-4b92-a7d0-6ea0cc5cc944,Abdomen wall defect,Q795,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Noncommunicable diseases,No
4f975e9a-8a65-4e56-956c-43b930bd85bc,Abdomen wall dermatofibrosarcoma,C445,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
44816119-7c18-4756-b863-e40aa3bb6eb2,Abdomen wall epithelioma,C445,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
40d6f83a-84f2-4eae-8bec-3d7aaee25cc3,Abdomen wall fasciitis,M729,XIII,M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M79,Soft tissue disorders,Noncommunicable diseases,No
fda1c024-723d-4a15-8615-6e1af933e14c,Abdomen wall fibrosarcoma,C494,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
247c557f-bfc9-4378-8dab-9531dcccc235,Abdomen wall fistula,K632,XI,K00-K93,Diseases of the digestive system,K55-K64,Other diseases of intestines,Noncommunicable diseases,No
a37c29d1-492d-4ffd-90f7-8d3e47c73fea,Abdomen wall gangrene,R02,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,,Yes
67959edc-98bd-43f2-9141-168b6183250c,Abdomen wall graft,Y832,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
1185b015-1f97-4b95-815d-901a801728a1,Abdomen wall growth,D485,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
5d636409-6e3e-430b-9f20-e80f7572c7ab,Abdomen wall gunshot wound,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
1b0c1110-c94a-4cb5-9d20-33cc48eb8339,Abdomen wall haematoma,S308,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
a9870ddc-dc3d-4051-8037-6df533758551,Abdomen wall hernia,K439,XI,K00-K93,Diseases of the digestive system,K40-K46,Hernia,Noncommunicable diseases,No
0413fd1c-aacc-434a-adbf-19b75fb78e75,Abdomen wall herniation,K439,XI,K00-K93,Diseases of the digestive system,K40-K46,Hernia,Noncommunicable diseases,No
b9da7339-7cef-4095-9bcb-184ac1f8eef7,Abdomen wall infection,B99,I,A00-B99,Certain infectious and parasitic diseases,B99-B99,Other infectious diseases,Communicable diseases,No
721ed448-9257-4f83-94e8-0dc57dc5d7ec,Abdomen wall injury,S399,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
a1d82a27-6c63-4be4-8803-812c761b6646,Abdomen wall kaposi sarcoma,C460,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
023f1ceb-8984-454c-9524-828edefc8342,Abdomen wall laceration,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
a2e9fbce-1871-492d-8133-00cb3b0882d2,Abdomen wall liposarcoma,C494,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
9bb27938-6c1c-4f1f-b201-5ffe87af53f1,Abdomen wall melanoma,C435,II,C00-D48,Neoplasms,C43-C44,Melanoma and other malignant neoplasms of skin,Noncommunicable diseases,No
2336a153-9fa0-43ea-81af-132d5e004120,Abdomen wall mesoepithelioma,C457,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
fa36c5c6-4d5e-41fa-8af9-4af83968c008,Abdomen wall mesothelioma,C457,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
80730c73-83cc-41a9-bb17-825697b44ebe,Abdomen wall metastases,C792,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
514b2858-c086-4e0c-a4f2-6470429d68d8,Abdomen wall muscle haemorrhage,M628,XIII,M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M79,Soft tissue disorders,Noncommunicable diseases,No
93f6abf2-bc62-46d8-b626-38cccd018d66,Abdomen wall muscular haemorrhage,M628,XIII,M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M79,Soft tissue disorders,Noncommunicable diseases,No
d39eba86-3937-4ca9-aac8-0f0b15c11d73,Abdomen wall myxoliposarcoma,C494,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
3ab8e5a8-2994-488f-8dc0-bd9847cdfe08,Abdomen wall neoplasm,D485,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
4f0c4bae-e1a7-4e20-b602-1ea9b2b528a9,Abdomen wall neurilemmosarcoma,C474,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
41632a5a-dbb8-434a-bfa8-ae3edcbe26c9,Abdomen wall oedema,R600,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R50-R69,General symptoms and signs,,Yes
fa8de3ee-f2a4-402c-966f-4c78eee9732b,Abdomen wall penetrating wound,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
4d08a8d9-d78a-445e-b8c8-0c817cf14bb7,Abdomen wall radiation burns,Y632,XX,V01-Y98,External causes of morbidity and mortality,Y60-Y69,Misadventures to patients during surgical and medical care,Injuries,No
b3d2bf93-0e93-409f-af01-557a34261f8c,Abdomen wall sarcoma,C494,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
3b74c6a7-8293-4cfa-966f-dddb07890033,Abdomen wall sepsis,A419,I,A00-B99,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,Communicable diseases,No
f3c9ec30-b15e-4811-a14d-67d1d7f67066,Abdomen wall sepsis infection,A419,I,A00-B99,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,Communicable diseases,No
064236b3-fcb8-4250-9dc0-b57b2137c784,Abdomen wall skin mass,R190,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,,Yes
6fb8e44f-a2a4-46a6-8cb8-c53c8e16ac34,Abdomen wall stab wound,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
2cbe7840-e331-4fb9-a869-b15ed651bb57,Abdomen wall trauma,S399,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
96a82ca2-bcd4-4e4f-a68c-ce9b95ea0241,Abdomen wall tumour,D485,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
f7523386-e6d0-4b0c-bb4e-b9ca832f5597,Abdomen wall ulcer,L984,XII,L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,Noncommunicable diseases,No
c57e9f01-4d50-466a-9154-c0adb809013f,Abdomen wall wound,S311,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
11e31b28-6bd5-49cc-a593-a67848e07b22,Abdomen wound,S318,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",,No
34601d28-0a41-4b65-bafc-dd210523b767,Abdomen wound dehiscence,T813,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",T80-T88,"Complications of surgical and medical care, not elsewhere classified",,No
40b093d3-be89-4edc-bcd5-36c0a7e02be7,Abdomen wound dehiscence closure,Y834,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
83c4bf91-b24e-4ae5-b636-0e690903f0fd,Abdominal abscess,K650,XI,K00-K93,Diseases of the digestive system,K65-K67,Diseases of peritoneum,Noncommunicable diseases,No
708c9acc-aee3-4cf1-b7df-1afe0889b587,Abdominal abscess drainage,Y848,XX,V01-Y98,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Injuries,No
